,ID,comments,cleaned_comments
2201,TsBDYAYnQb0,Ryan Reynolds: Im gonna make a one man movie<br><br>Tom Hardy: Hold My Beer,ryan reynold im gon na make one man movietom hardi hold beer
2202,TsBDYAYnQb0,Харди супер!  Привет всем,
2203,TsBDYAYnQb0,I am here to comment<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><b>Spiderman &amp; Venom</b>,commentspiderman amp venom
2204,TsBDYAYnQb0,Looks like the entire movie is about work.,look like entir movi work
2205,TsBDYAYnQb0,Tom Hardy&#39;s A World Class Actor. . . .,tom hardi world class actor
2206,TsBDYAYnQb0,"Time, and time, again A24 get it right",time time get right
2207,TsBDYAYnQb0,"So, in this movie...Spider-Man is Venom&#39;s son?",movi spider man venom son
2208,TsBDYAYnQb0,I must say a solid movie,must say solid movi
2209,TsBDYAYnQb0,"Set in one car with one actor, but it somehow manages to be an incredibly intense movie",set one car one actor somehow manag incred intens movi
2210,TsBDYAYnQb0,Movie is trash. Don&#39;t waste your time and money,movi trash wast time money
2211,TsBDYAYnQb0,I&#39;ve been really looking forward to this for the past year roughly only to find out it won&#39;t be screening in my city.,realli look forward past year roughli find screen citi
2212,TsBDYAYnQb0,"What is the release date of Locke in Belgium, please?",releas date lock belgium pleas
2213,TsBDYAYnQb0,Hmm...,hmm
2214,CUQd9OB75dw,One of my favorite horror movie of all times😍😍😍,one favorit horror movi time
2215,CUQd9OB75dw,upload this movie please😇🙏,upload movi pleas
2216,CUQd9OB75dw,"<a href=""https://www.youtube.com/watch?v=CUQd9OB75dw&amp;t=0m41s"">0:41</a> song name",song name
2217,CUQd9OB75dw,The reason I dont go on trip is I  need to pee,reason dont go trip need pee
2218,CUQd9OB75dw,"I just drove thru the mojave desert, alone!! thought of this movie tje ENTIRE drive!! Never again haha!!!",drove thru mojav desert alon thought movi tje entir drive never haha
2219,CUQd9OB75dw,🌹❤,
2220,CUQd9OB75dw,This trailer actually sucks. The movie is one of the best horror movies of all time,trailer actual suck movi one best horror movi time
2221,CUQd9OB75dw,what is the flashing in the distance when lynn looks out the window? right before bobby jumps in front of the window,flash distanc lynn look window right bobbi jump front window
2222,CUQd9OB75dw,Is this not based on a Scottish tale?,base scottish tale
2223,CUQd9OB75dw,I went to see this movie at the cinema and lots of people were just getting up and leaving halfway through. It is hands down the most twisted and f**ked up movie I&#39;ve ever seen.,went see movi cinema lot peopl get leav halfway hand twist f ked movi ever seen
2224,CUQd9OB75dw,This is one of the most disturbing movies I’ve ever seen,one disturb movi ever seen
2225,CUQd9OB75dw,I’m a miner,miner
2226,CUQd9OB75dw,"That chick who had the baby with her, did you guys see them Big Tits Bounce outta that Bra when the mutant ripped off her Shirt, I had to pause it for a minute to admire them Big Tits.",chick babi guy see big tit bounc outta bra mutant rip shirt paus minut admir big tit
2227,CUQd9OB75dw,the creatures here looks the same in the Wrong Turn,creatur look wrong turn
2228,CUQd9OB75dw,More and more I’m forgetting the past,forget past
2229,CUQd9OB75dw,Still one of my favorite trailers/movies of all time.,still one favorit trailer movi time
2230,CUQd9OB75dw,So they drop nuclear bombs near their home and they didn’t try to sue the government?,drop nuclear bomb near home tri sue govern
2231,CUQd9OB75dw,Watching in 2019,watch
2232,CUQd9OB75dw,"<a href=""https://www.youtube.com/watch?v=CUQd9OB75dw&amp;t=1m09s"">1:09</a> all of you are going to die poor fools",go die poor fool
2233,CUQd9OB75dw,Im literally going to where they stopped tomorrow.,im liter go stop tomorrow
2234,CUQd9OB75dw,Love the airstream,love airstream
2235,CUQd9OB75dw,14 years.,year
2236,CUQd9OB75dw,I remember my parents told me not to watch this movie unless I want nightmares,rememb parent told watch movi unless want nightmar
2237,CUQd9OB75dw,Who came from<br>I think I’m<br>Ok,came fromi think mok
2238,CUQd9OB75dw,remember when youtube didn’t have commercials,rememb youtub commerci
2239,CUQd9OB75dw,Adipoli,adipoli
2240,CUQd9OB75dw,Okay then .,okay
2241,CUQd9OB75dw,More like wrong turn,like wrong turn
2242,CUQd9OB75dw,&quot;NO SEGNAL&quot; should he use IAM network to call 15 for help.,quot segnal quot use iam network call help
2243,CUQd9OB75dw,I watched this film when I was about 7 always used to turn it off cus it would scare me but it just came back to my memory,watch film alway use turn cu would scare came back memori
2244,CUQd9OB75dw,And it was this movie watching around 5 years of age that made me never drive through the deserts and it was wrong turn for forests! Life lessons you just never know what you’ll encounter.,movi watch around year age made never drive desert wrong turn forest life lesson never know encount
2245,CUQd9OB75dw,I’ve always remembered this film. I really liked it. Want to watch it again soon.,alway rememb film realli like want watch soon
2246,CUQd9OB75dw,These creatures remind me kind of like the ones from wrong turn .,creatur remind kind like one wrong turn
2247,CUQd9OB75dw,The hills have eyes part 2 - The Remix<br><br>Alyssa Edwards,hill eye part remixalyssa edward
2248,CUQd9OB75dw,Before Hills have eyes. We have wrong turn.,hill eye wrong turn
2249,CUQd9OB75dw,One of the best movies. Last day I buying this movie for blueray and play it on 4k.. Absolute perfection and that soundtrack &lt;3,one best movi last day buy movi blueray play k absolut perfect soundtrack lt
2250,CUQd9OB75dw,I saw this movie so many times its so fucked up but great to watched,saw movi mani time fuck great watch
2251,CUQd9OB75dw,"A slasher movie with a happy ending <a href=""http://www.youtube.com/results?search_query=%23Amustwatch"">#Amustwatch</a>",slasher movi happi end amustwatch
2252,CUQd9OB75dw,this is a very hard watch ...but very good its on my top ten of horror movies,hard watch good top ten horror movi
2253,CUQd9OB75dw,Weres the one were the mexican guy exploded himself,were one mexican guy explod
2254,CUQd9OB75dw,Meu filme preferido.,meu film preferido
2255,CUQd9OB75dw,"This movie was actually one of the best horror movies I’ve seen. Defo up their with the best. It’s not jump scares like most horror movies- although it does have its fair share, but is mostly just pure tension and suspense. <br><br>If u r reading this- WATCH IT. Trust me, u won’t regret it.",movi actual one best horror movi seen defo best jump scare like horror movi although fair share mostli pure tension suspens u r read watch trust u regret
2256,CUQd9OB75dw,What a movie it&#39;s super  horror and terror,movi super horror terror
2257,CUQd9OB75dw,THIS IS REAL ITS CALLED THE BEAN CLQN,real call bean clqn
2258,CUQd9OB75dw,one of the worst trailers I have ever seen,one worst trailer ever seen
2259,CUQd9OB75dw,When the upbeat California dreaming track fades away into an unsettling silence. Instant chills!,upbeat california dream track fade away unsettl silenc instant chill
2260,CUQd9OB75dw,Watched it the most disgusting movie ever,watch disgust movi ever
2261,CUQd9OB75dw,"Gang gang, bean gang",gang gang bean gang
2262,CUQd9OB75dw,This was my first fap when I was a kid,first fap kid
2263,CUQd9OB75dw,The setting of this place gives me a strong Mad Max vibe.,set place give strong mad max vibe
2264,CUQd9OB75dw,I saw this movie when I was 4 years old and I loved it for some reason.,saw movi year old love reason
2265,CUQd9OB75dw,Its based on a true story,base true stori
2266,CUQd9OB75dw,Never watched this whats the basic storyline of this film? Heard its scary trying to figure out if its worth watching or not lol.,never watch what basic storylin film heard scari tri figur worth watch lol
2267,CUQd9OB75dw,Great movie!! The sequel was crap though.,great movi sequel crap though
2268,CUQd9OB75dw,I live in New Mexico ☹️😥,live new mexico
2269,CUQd9OB75dw,This looks more like the chernobyl diaries than the hills have eyes.,look like chernobyl diari hill eye
2270,CUQd9OB75dw,and the mountains have mouths a remake,mountain mouth remak
2271,CUQd9OB75dw,Where I’m fromThe hills have eyes<br>The rivers have secrets an that’s no lie<br>The midnight train leaves a thick black smoke <br>The phantoms of hell chase that burning coal<br>Through cattle fields <br>Dead willow trees<br>Civil war coin and the soul so deep<br>2 huddled year old names carved deep in a tree<br>Prolly in another realm watching me...,fromth hill eyesth river secret lieth midnight train leav thick black smoke phantom hell chase burn coalthrough cattl field dead willow treescivil war coin soul deep huddl year old name carv deep treeprolli anoth realm watch
2272,CUQd9OB75dw,If this movie was based on the name<br><br>Oh look the hills have eyes<br><br>Shouldn’t we call someone?<br><br>Nah it’s fine,movi base nameoh look hill eyesshouldn call someon nah fine
2273,CUQd9OB75dw,this movie goes from 10 to 100 in like 3 minutes haha,movi goe like minut haha
2274,CUQd9OB75dw,Is this disturbing I&#39;m 11 and heard it is can y&#39;all please give me advise,disturb heard pleas give advis
2275,CUQd9OB75dw,Mtdew firesticks aluminium and lightning crashes and thunder and chris cross applesauce and orange juice and firewater and dustbaths and venom and mondays. Crescent moons and shades and suns and bundles of bitches and glowing cornseeds and macaroni brains mellow mushrooms and jetskiis and yellow minions and organic jewels and mineral water no marshmellows. Last!,mtdew firestick aluminium lightn crash thunder chri cross applesauc orang juic firewat dustbath venom monday crescent moon shade sun bundl bitch glow cornse macaroni brain mellow mushroom jetskii yellow minion organ jewel miner water marshmellow last
2276,CUQd9OB75dw,Definitely one of the best horror film I ever seen.,definit one best horror film ever seen
2277,CUQd9OB75dw,This is why I don&#39;t go on trips,go trip
2278,CUQd9OB75dw,Nice✌️,nice
2279,CUQd9OB75dw,"My first thought when I saw this film was, if they have Buffalo bill they should have been fine. Rub the lotion on their skin otherwise they get the hose again",first thought saw film buffalo bill fine rub lotion skin otherwis get hose
2280,CUQd9OB75dw,What a terrible trailer.,terribl trailer
2281,CUQd9OB75dw,One of the best horror films made imo,one best horror film made imo
2282,CUQd9OB75dw,I saw this movie when I was 4 or 5. I&#39;ve been trying to find for a while now.,saw movi tri find
2283,CUQd9OB75dw,I was watching a cop use those tire spike things and I remembered they used them in this movie..that&#39;s why I&#39;m here,watch cop use tire spike thing rememb use movi
2284,CUQd9OB75dw,This movie was so disturbing,movi disturb
2285,CUQd9OB75dw,scariest laugh ever!,scariest laugh ever
2286,CUQd9OB75dw,Lelz,lelz
2287,CUQd9OB75dw,พากย์ไทยเต็มเรื่องภาค1-3อยู่ไหนคะหาไม่เจอเลยอยากดู  แอดช่วยหน่อยจ้าาาา,
2288,CUQd9OB75dw,Agent orange babies,agent orang babi
2289,CUQd9OB75dw,I miss this type of horror movies from back in the days. If only the movies from today were like this .,miss type horror movi back day movi today like
2290,CUQd9OB75dw,"So basically this movie is about stuff that radiation could do to your mind and body such as cannibalism,facial features,ect (tell me if I&#39;m wrong though)",basic movi stuff radiat could mind bodi cannib facial featur ect tell wrong though
2291,CUQd9OB75dw,Night Lovell?!,night lovel
2292,CUQd9OB75dw,THAT preview was approved for ALL audiences?! What kind of sick would let a young child see that- yet Hollywood says its perfectly fine.,preview approv audienc kind sick would let young child see yet hollywood say perfectli fine
2293,CUQd9OB75dw,Good ass song for a great movie😍👌,good ass song great movi
2294,CUQd9OB75dw,Holy shit what the fuck😂😂?!,holi shit fuck
2295,CUQd9OB75dw,Una de las mejores películas que he visto,una de la mejor pel cula que visto
2296,CUQd9OB75dw,Damn<br>Bethesda buffed the ghouls,damnbethesda buf ghoul
2297,CUQd9OB75dw,Fallout 6 looks great,fallout look great
2298,CUQd9OB75dw,"I saw this, that&#39;s so scary with this crap.",saw scari crap
2299,CUQd9OB75dw,One of my favorite movies! If you&#39;re here trying to decide if you should watch it. Yes. Its worth it. Wouldn&#39;t say its scary. Just crazy as hell. Part 2 is good too. Havent seen the others,one favorit movi tri decid watch ye worth say scari crazi hell part good havent seen other
